,tweet_id,sentiment,text
0,6.38060586258039e+17,neutral,05 Beat it - Michael Jackson - Thriller (25th Anniversary Edition) [HD]
1,6.38061181823922e+17,positive,Jay Z joins Instagram with nostalgic tribute to Michael Jackson: Jay Z apparently joined Instagram on Saturday and..
2,6.38083821364245e+17,neutral,Michael Jackson: Bad 25th Anniversary Edition (Picture Vinyl): This unique picture disc vinyl includes the original 1
3,6.380914501320791e+17,positive,I liked a [someone] video
4,6.381255637905569e+17,positive,18th anniv of Princess Diana's death. I still want to believe she is living on a private island away from the public. With Michael Jackson.
5,6.38130776727536e+17,positive,"[someone] The 1st time I heard Michael Jackson sing was in Honolulu, Hawaii @ a restaurant on radio. It was A.B.C. I was 13. I loved it!"
6,6.381349808628289e+17,neutral,'Michael Jackson' appeared on Saturday 29 at the 9th place in the Top20 of Miami's Trends:
7,6.38156605448696e+17,positive,Are you old enough to remember Michael Jackson attending the Grammys with Brooke Shields and Webster sat on his lap during the show?
8,6.38162155250954e+17,negative,[someone] do you enjoy his 2nd rate Michael Jackson bit? Honest ques. Like the cannot feel face song but god it is so obvious they want MJ 2.0
9,6.38163324752892e+17,neutral,The Weeknd is the closest thing we may get to Michael Jackson for a long time...especially since he damn near mimics everything
10,6.3816678930269e+17,neutral,"All of you people who're saying The Weekend is the next Michael Jackson, Go to sleep, you got school tomorrow."
11,6.38180579662561e+17,negative,Here I am saying Kanye is not a bad guy when these people just gave you a fucking award that Michael Jackson got c'mon bro
12,6.38180878594785e+17,positive,[someone] may he R.I.P. Happy Birthday Michael Jackson . :)
13,6.38181456225927e+17,negative,may i just say the mtv awards is shit w/o Michael Jackson
14,6.38185679948661e+17,neutral,I just may be actually done with this award show.. Unless they get Michael Jackson on hologram.
15,6.38201443044868e+17,negative,[someone] today you try to destroy a Sir Mix-a-Lot hit - tomorrow Michael Jackson? WRITE YOUR OWN DAMN HOOKS!
16,6.38201499118498e+17,positive,VIRGO OF THE DAY- We wished our fellow Virgo Captain Michael Jackson a Happy Birthday on the 29th now it has time...
17,6.38209380983415e+17,neutral,[someone] you may say oh it is August 29 Liam from One Direction's birthday but no it is also Michael Jackson birthday
18,6.38217759826965e+17,positive,"Michael Jackson was the man, I remember watching the Thriller &amp; Smooth Criminal music video for the 1st time &amp; it was lit"
19,6.3824864510464e+17,positive,ALDUB RADIO MaAlden Monday NP: I Just cannot Stop Loving You by Michael Jackson! This with Spanish and French versions! #ALDUBTheREVELATION
20,6.38299266876854e+17,neutral,#NP Michael Jackson - Human Nature on #BrunchInTheCiti w/ [someone]  #tunein  5th of 7 tracks from the Thriller album
21,6.38326005803844e+17,positive,"HAPPY 28th BIRTHDAY, BAD !!!!!   ""Well they say the sky's the limit And to me that is really true""- Michael Jackson"
22,6.38334082850488e+17,positive,Happy 28th anniversary to the album that generated 5 #1's just like katy's teenage dream a.k.a. Bad (Michael Jackson)
23,6.383426821175711e+17,positive,"Today is the 28th Anniversary of Michael Jackson releasing the ""Bad"" album, what is your favorite song from it?"
24,6.38362973837333e+17,positive,Remember when Michael Jackson beat everyone at school on command and conquer tiberian sun? A great day
25,6.38373842138722e+17,positive,The Weeknd may be Michael Jackson reincarnated... I am just saying there are a lot of similarities musically #butthatsnoneofmybusiness
26,6.38376878168904e+17,positive,"[someone] Eric, I heard your love for Michael Jackson. I got to see him in concert from the 4th row - his sweat hit me when he spun."
27,6.3842364849222e+17,neutral,[someone] you got that from his website. My brothers mate at school once said his 2nd cousin was Michael Jackson. A similar tale to this...
28,6.38425960111546e+17,neutral,[someone] I actually believed that his 2nd cousin was Michael Jackson. Gutted when I found out he was not - I was 26 by then...
29,6.38433904131641e+17,neutral,Very sad news Dr. Wayne Dyer passes away - Ever the Vanguard for Michael Jackson - May God grant him Peace. 
30,6.384914419883049e+17,positive,#OnThisDay1987 CBS records shipped out the largest pre-order in the company's history for Michael Jackson's album Bad
31,6.385022297799391e+17,neutral,Either going as Kurt Cobain with needles all in my arms or Michael Jackson with the local little boys for rock &amp; roll day tomorrow
32,6.38528170455511e+17,positive,I just texted my friend that I would be busy all day tomorrow preparing to roast Michael Jackson tomorrow night.   Life is awesome.
