,tweet_id,sentiment,text
0,6.19950566786114e+17,neutral,"Picturehouse's, Pink Floyd's, 'Roger Waters: The Walll - opening 29 Sept is now making waves. Watch the trailer on Rolling Stone - look..."
1,6.19969366986236e+17,neutral,Order Go Set a Watchman in store or through our website before Tuesday and get it half price! #GSAW [someone]
2,6.19971047195046e+17,negative,"If these runway renovations at the airport prevent me from seeing Taylor Swift on Monday, Bad Blood will have a new meaning."
3,6.19974445185303e+17,neutral,"If you could ask an onstage interview question at Miss USA tomorrow, what would it be?"
4,6.19987808317407e+17,positive,A portion of book sales from our Harper Lee/Go Set a Watchman release party on Mon. 7/13 will support [someone] and the great work they do.
5,6.19994586182619e+17,positive,"Excited to read ""Go Set a Watchman"" on Tuesday.  But can it possibly live up to ""To Kill a Mockingbird?""  Any opinions?"
6,6.19998879447163e+17,positive,"Watching Miss USA tomorrow JUST to see [someone] perform, I am obsessed with his voice"
7,6.19999109991285e+17,neutral,"Tune-in for the 2015 MISS USA Pageant on ReelzChannel on Sunday, July 12 at 8p ET/5p PT. Contestants from all 50..."
8,6.20013074272137e+17,positive,Call for reservations for lunch or dinner tomorrow (yep Sunday!). Happy to accommodate guests in town for the MISS USA Pageant 346-5100
9,6.20015047889154e+17,neutral,"Miss Universe Org prez tells me #Trump will not attend Sunday's Miss USA event he is missed some in the past, but he said recently he would be here"
10,6.200156491510209e+17,neutral,Trump said June 30th that he would be at Miss USA pageant in Baton Rouge. Organizers say he is not coming. No word yet from his camp on his plans
11,6.20017122081686e+17,neutral,have not read To Kill a Mockingbird in years. That may be a good thing for when I read Go Set a Watchman. Might make it less heartbreaking.
12,6.20023409901044e+17,neutral,Did you know that [someone] is airing Miss USA tomorrow? Here's why:
13,6.200243313227e+17,neutral,"I have read the book several times, so watching ""To Kill A Mockingbird"" as a refresher before ""To Set a Watchman"" novel is released on Tuesday"
14,6.200277681312031e+17,positive,Tomorrow 51beautiful women from all over the USA come together to compete for one crown and one title of Miss USA...
15,6.20031929182622e+17,neutral,Miss USA tomorrow is either going to be the most watched show in 20 years or the least watched show in 20 years.
16,6.20033827046597e+17,neutral,"REELZ is going to broadcast Miss USA tomorrow, finally someone is brave enough to step up. NBC's liberal ways has got to go!!!"
17,6.20035146083881e+17,neutral,George Osborne is the Master of all he surveys...except the economy                               
18,6.20040573395702e+17,neutral,"Here's the first chapter of ""Go Set a Watchman"" for all of you readers out there"
19,6.20045069605691e+17,neutral,Donald Trump: 'I will not be able to attend the Miss USA pageant tomorrow night because I am
20,6.20045849373094e+17,positive,I want it to be tomorrow so I can watch miss USA
21,6.20045999977964e+17,neutral,UofL Volleyball Player [someone] tomorrow night as she competes in the Miss USA Pageant.
22,6.2005636414931e+17,positive,(1/2) Judge me if you want but Ima make sure I do not miss the Miss USA pageant tomorrow . there is nothing like watching beautiful women...
23,6.20056577341563e+17,positive,Good vibes to [someone] [someone] as she competes for Miss USA 2015 tomorrow July 12th in Baton Rouge! 
24,6.20060010396041e+17,neutral,"Will not be at the Miss USA pageant tomorrow. Campaigning in New Mexico. Or as I like to call it ""Legal Mexico"""
25,6.200635026826e+17,positive,"No. it is okay. You can go attend Miss USA! Trust me, you should DEFINITELY attend Miss USA."
26,6.20064098731074e+17,neutral,Obama is going to be at the Illegal Miss USA pageant tomorrow.
27,6.20067692066828e+17,negative,Bad Blood may have the absolute worst lyricism I have ever heard in my life (regarding Taylors parts) #UsedtobeMadLove #ReallyDeepCut
28,6.20068767930802e+17,neutral,[someone] Bom may not be the best main vocalist but she does not have the worst voice in Kpop. Ppl need to stop over exaggerating
29,6.20073648255169e+17,positive,Tune into Reelz tomorrow at 7pm CT to support Alpha Mu's Rebecca Dunn in the Miss USA pageant. Go Becca! We love you!
30,6.20076360040583e+17,neutral,[someone] [someone] [someone] ru hosting a Miss USA party ? Sugar cake for the top 5 . Miss America in AC in sept.Free trip contests? Ur fired xtina
31,6.20080951708652e+17,positive,Be sure to watch Miss USA tomorrow night at 8pm ET on the Reelz Channel! I can not wait to see which beautiful...
32,6.20084129640546e+17,neutral,"Given that Watchman repeats passages whole, it seems Lee did not want to publish a 2nd book so much as she wanted to correct Mockingbird."
33,6.20099074679702e+17,negative,My parents are going to the Zac Brown Band concert tomorrow night and I am so jealous.
34,6.2011158123015e+17,neutral,Really think [someone] should have [someone] as a guest for Bad Blood at the show Oct 17 in Dallas
35,6.20125231164715e+17,positive,Sun setting on the Columbia river while the Zac Brown Band wails out Homegrown!#theshit
36,6.20131126888133e+17,neutral,Was chatting up ref librarian at local public library a few days ago about Watchman. Ended up on hold list for novel. Read 1st chapter..5/S
37,6.20133093005857e+17,neutral,"Cartel Wedding, feeling like Chris Benoit after slamming Randy Orton for the 5th time in a row, stamina"
38,6.20133289668407e+17,neutral,[Paul] Paul McCartney &amp; Wings - Hot as Sun Concert for the People of Kampuchea
39,6.20149443191534e+17,negative,The growth of gerontocracy: George Osborne's assault on the young. [someone] 
40,6.20152459676283e+17,negative,The hidden Budget tax rises George Osborne did not want you to know about
41,6.201561930262529e+17,positive,"This is soooo good! Sunday Jam ""[someone] covers Taylor Swift's Bad Blood in the Live Lounge"""
42,6.20163205327774e+17,neutral,Should the Sunday #tradinglaw be a thing of the past? George Osborne thinks so
43,6.20166981614969e+17,positive,Just two days to go until the publishing event of the decade! Go Set a Watchman is out on Tuesday and you can...
44,6.20170215507292e+17,negative,Robbed by George Osborne...while the royals play decoy | Kevin McKenna
45,6.20173983179231e+17,positive,"At last, evidence that George Osborne's drive to make work more attractive that benefits is working. #makeworkpay"
46,6.201924432045471e+17,neutral,"[someone] Sir, if ur n Chicago, c Sir Paul McCartney, July 31. Met him in NY other day. he will be xcellent. M sure he would confirm I would get ratings"
47,6.20201635013337e+17,negative,Boko Haram on Saturday claimed responsibility for attacks in Chad's capital N'Djamena and the Nigerian city of...
48,6.20208590951961e+17,negative,GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram.
49,6.20237663170228e+17,positive,"we are on our way to Hoover, AL for SEC Media Days tomorrow, but tonight, we will be cheering on [someone] in the Miss USA pageant!"
50,6.2026611905674e+17,neutral,#Rangers - Josh Hamilton is not in the Rangers starting lineup on Sunday.
51,6.20267832614519e+17,positive,[someone] haha 8th - 11th grade was strong with the Kpop. we are always in sync lol
52,6.202792951692e+17,negative,"I remember Chad calling Boko Haram ""school boys"" Vowing to end them in two weeks.. Now he knows what is up "
53,6.202950607567871e+17,negative,"By Joe Hemba DAMATURU, Nigeria, July 10 (Reuters) - Boko Haram islamist militants attacked the northern Nigerian town of Buni Yadi in Yobe"
54,6.20302439456092e+17,positive,Go Set a Watchman comes out Tuesday and I am really excited for it
55,6.20325254259429e+17,positive,Happy Sunday! Back at the River Center for Miss USA!  it is going to be an interesting night. Who is watching the big show?
56,6.203284753253791e+17,positive,What I like about Ryan Braun making all star game is hearing all the hatred for him.  Assures me he may be a Brewer for life.  I like that!
57,6.20329365948224e+17,neutral,"Trump should let whoever comes in 11th place in the polls be a guest judge at Miss USA, to make up for it."
58,6.203313165973911e+17,negative,[someone] You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website.
59,6.203340133208191e+17,neutral,People of Cirencester! Tomorrow is the day before The Day! Last chance to pre-order Go Set A Watchman at Half Price.
60,6.20335227890631e+17,neutral,"Trump to skip Miss USA pageant: Donald Trump will not be at the Miss USA Pageant taking place in Baton Rouge, Louisiana, on Sunday night..."
61,6.20338691488268e+17,neutral,For the sake of being at work during th Miss USA finals I am deleting my Facebook app until tomorrow so I can...
62,6.20342289995559e+17,negative,Just seen hat somebody tried to sell a baby today -- George Osborne will be charging VAT on them next - at least on the 3rd one
63,6.20344813552951e+17,positive,Officially Miss Denton USA and officially so excited for Miss USA tonight and for September to come already!
64,6.203608374972289e+17,neutral,do not forget to tune in as Miss Iowa USA will represent the Hawkeye State during Sunday's Miss USA pageant:
