,tweet_id,sentiment,text
0,2.64238274963452e+17,positive,"""[someone] down in the Atlantic city, ventnor, margate, ocean city area. I am just waiting for the coordinator to hopefully call me tomorrow"""
1,2.18775148495516e+17,positive,"""Musical awareness: Great Big Beautiful Tomorrow has an ending, Now is the time does not"""
2,2.58965201766998e+17,neutral,On Radio786 100.4fm 7:10 Fri Oct 19 Labour analyst Shawn Hattingh: Cosatu's role in the context of unrest in the mining
3,2.62926411352904e+17,negative,"""Kapan sih lo ngebuktiin,jan ngomong doang Susah Susah.usaha Aja blm udh nyerah,inget.if you never try you shall never know.cowok kok gentle bgt"""
4,1.7187436890805e+17,neutral,"""Excuse the connectivity of this live stream, from Baba Amr, so many activists using only one Sat Modem. LIVE"
5,2.56010056942903e+17,positive,Show your LOVE for your local field & it might win an award!  Gallagher Park #Bedlington current 4th in National Award
6,2.53809989599232e+17,neutral,"""Milton on Bolton Wanderers 2 v 2 Leeds United, sat nav free night.: How Milton manages to write so much about su..."
7,2.61776619146986e+17,positive,[someone] Can you tell me when an update for the Apple TV 3rd gen becomes available? The missing update holds me back from buying #appletv3
8,2.64143999374357e+17,positive,"""[someone] The Crown, Filthy McNastys, Katy Dalys or the Duke if York in Belfast! cannot wait to catch you guys tomorrow night!"""
9,2.23052929131758e+17,neutral,"""Uncover the Eternal City! Return flights to Rome travel on the 21st January, for 3 nights Augustea, 3 star Hotel..."
10,2.64088575476392e+17,positive,My #cre blog Oklahoma Per Square Foot returns to the [someone] blog hub tomorrow. I will have some interesting local data to share.
11,2.64030422244147e+17,neutral,"""Going to Helsinki tomorrow or on the day after tomorrow,yay!"""
12,2.63720820428395e+17,negative,Trey Burke has been suspended for the Northern Michigan game (exhibition) tomorrow.
13,2.58639996037259e+17,positive,W.O.W Wednesday!Marni lands this Lumberjack vest for the ladies looking to bring a little Tom boy toughness 
14,2.50981027969897e+17,negative,Activists in Deir Ezzor captured this image of Musab Bin Umair Mosque after regime forces set it on fire Wednesday.
15,1.9555498791968e+17,positive,[someone] You will appreciate this.. Sunday brunch coffee: Normal cup in b/g and then the BOWL of java. Yowza.
16,2.64225147542716e+17,negative,No school for me and Nat tomorrow. Sucks for you guys !!!! [someone]
17,2.60536025800143e+17,positive,"""Join me Wed for a live webcast on cost optimization for IT, for the SMB crowd."
18,1.92349690921103e+17,positive,"""[someone] , saw you in glasgow, loveeedd #dropdeadgorgeous  please notice me , RT/follow, would mean loads if i got a follow xx"""
19,2.63473556753621e+17,positive,Special THANKS to EVERYONE for coming out to Taboo Tuesday With DST tonight! It was FUN&educational!!! :) [someone]
20,2.63182075434254e+17,positive,[someone] That was the revelation I mentioned on sunday evening. I am still in Abj. How are you & where have you been again?
21,2.62434763493749e+17,neutral,Kim Hyung Jun - Football Team the 2nd A Match at YeongDeungPo-gu DaeRimDong [12.10.27] Credit : tlxhah #6
22,2.56514267149386e+17,positive,The audio booth is ready to blow the roof off the Comcast Center tomorrow! Are you? #MDMadness
23,2.63733718085141e+17,positive,Just seen [someone] at Radio City and now get to see then again on the 28th!! SO EXCITED!!!
24,2.41403423130526e+17,neutral,I may or may not be jumping around the lounge to some random boy band on MTV Hits
25,2.63690432473625e+17,positive,who is trying to go to Buenos Aires with me February 23rd? Armin van Buuren & Carl Cox! ...how does it get better?!
26,2.60072342905049e+17,positive,"""[someone] just bought tickets to see george groves and ricky burns fight in december, cannot wait!!!"""
27,2.5978091450939e+17,negative,[someone] just be tryna hate on ma' 2nd babydaddy Kirko Bangz.
28,2.64208681338561e+17,positive,"""looks like I am going to the UGA vs. Ole Miss game on Saturday, #HottyToddy"""
29,2.63858456455422e+17,positive,"""[someone] - If you am not doing nothing Saturday: slide through Aja, they got me hosting it."""
30,2.0296912127146e+17,neutral,"""New 50 Cent Mixtape May 22, Hospitalized For Mystery Illness Today: New 50 Cent songs for the Gangsta Grillz 201..."
31,1.7792474130115e+17,negative,"""For International Women's day, let us not forget trans*women and those who do not follow the gender binary!"""
32,2.6330715239809e+17,positive,"""[someone] [someone] looks like we will be getting an extended look at Gerald Green, Saturday. Running w/ the starters in practice w/ DG out."""
33,2.6416399381445e+17,negative,What will see tomorrow?? Mad face?? Bitter face?? Screw you people.. we have paid to see his happy smile!!
34,2.63509025059127e+17,neutral,"""also, just want to remind all our band folks the deadline is approaching submit to SXSW 2013- get it in by Nov 7th!"
35,2.42710540542165e+17,neutral,"""Texas ranked No. 4 in latest AVCA poll, Minnesota is No. 14 so make your plans to watch this Thursday and Friday at Gregory Gym live"""
36,2.62850595428381e+17,neutral,"""Sicily may form grand coalition, Italian UDC Party leader: (AGI) Rome - On Monday Rocco Buttiglione, the leader ..."
37,2.46289024552149e+17,negative,"""[someone] I condemned both the measures but relating it to religion is cheap. If done in Jan then Holi, if done now, then Diwali"""
38,2.47476146642485e+17,positive,"""The John Hancock building is lit up green, must be to celebrate that tomorrow is six months to St Patricks Day :) Let the countdown begin <3"""
39,2.59632575511941e+17,neutral,Flying on Saturday - it is truly amateur hour today (except for Sidney Crosby and Chris Kunitz) #fb
40,2.61351584410247e+17,positive,"""[someone] can it get much better than three TV's saturday night with WS G3, UM @ NEB and ND @ OU all going at the same time?"""
41,2.54613174219858e+17,negative,"""[someone] I do not play, but it seems like people want the same game each time- it is the 6th one! just like the dumb ME3 ending thing."""
42,2.43074408409883e+17,neutral,Check out Party on the Plaza outside of Gregory Gym TOMORROW from 10am-5pm and meet representatives from  over 200...
43,2.64217623716307e+17,negative,[someone] haha well you cannot get me lost. I gotta be back in Oklahoma before Monday morning.
44,2.59492614355694e+17,negative,I got that drank I mix that lean ..I throw the money up and then I walk on green ...Kirko Bangz got a hit and I was shitting on him at 1st
45,2.63485976356221e+17,neutral,Preview: Los Angeles Galaxy vs. Vancouver Whitecaps: Thursday night marks the first...
46,2.6404860908184e+17,neutral,"""College Football Picks: Saturday Parlay: The Pac-12, the Big Ten, and the Southeastern Conference all have intri..."
47,2.4595305565533e+17,neutral,JUST IN: Apple announced the iPhone 5 Wednesday at the Yerba Buena Center in San Francisco. Rumors leading up to...
48,2.50422016203702e+17,negative,Invisible Children is at my school tomorrow to talk about Joseph Kony. You kind of lost your credibility when your leader ran around naked.
49,2.54429009956442e+17,negative,fuck i have the SATs tomorrow
50,2.58973983444202e+17,neutral,NHL lockout: Sidney Crosby in town as talks set to begin Thursday afternoon: Players are gathering at the NHLPA...
51,1.9945882442231e+17,negative,[someone] oo nga eh :( may picture sana ako with PREPIX!!!!
52,2.63606229534913e+17,positive,"""A rumor popped out about an [someone] concert in Kyiv this February. I wonder how true that is. I am so going if it is true, though."""
53,2.48596588128256e+17,neutral,Thursday Night Football on CBS College Sports live from Walton Stadium - put your black on and get the red out!
54,2.6093851257931e+17,positive,October 29th 2012: Neil deGrasse Tyson & Michio Kaku launch a covert mission deep into the heart of Italy to rescue incarcerated scientists.
55,2.42693222088995e+17,positive,"""let us see whatcha got and you could win an iPad HD! Submit your Deep Creek Lake Area photos before this Wednesday,..."
56,2.64061951431295e+17,negative,NJEA Teacher's Convention_ Nov 8th & 9th in Atlantic City has been cancelled for the 1st time in its 158-year history.
57,2.63755553505952e+17,positive,"""I want a 6-0 stomping at RFK on Saturday, boys. Make it happen. #DCU"""
58,2.06234768495493e+17,neutral,"""If you are around on Saturday, go see [someone] and [someone] at Stubb's Battle of the Bands. Proceeds go to Invisible Children."""
59,2.63106118883086e+17,neutral,"""Blueberry muffins last night, brownies tonight, Oreo balls Wednesday...I am done."""
